WK_DT,PIPE_NO,DV_R,DA_R,AV_R,AA_R,PM_R,FIN_JGMT
20220401100019800,PP22032200023,260,7000,255,4000,5200,0
20220401100020000,PP22032200023,255,6900,250,4200,5100,0
20220401100020000,PP22032200023,250,6800,255,4100,5000,0
20220401100020200,PP22032200023,255,6900,260,4300,4900,0
20220401100020200,PP22032200023,260,7000,255,4400,4800,0
20220401100020500,PP22032200023,255,7100,250,4200,4700,0
20220401100020500,PP22032200023,250,7200,250,4000,4800,0
20220401100020700,PP22032200023,255,7100,255,3900,4900,0
20220401100020700,PP22032200023,260,7000,260,3800,5000,0
20220401100021000,PP22032200023,255,7300,255,3850,5100,0
20220401100021000,PP22032200023,250,7200,250,3900,5200,0
20220401100021200,PP22032200023,255,7000,255,4000,5000,0
20220401100021200,PP22032200023,260,7100,260,4100,4900,0
20220401100021400,PP22032200023,255,7200,255,4200,4800,0
20220401100021400,PP22032200023,260,7100,250,4300,4700,0
20220401100021600,PP22032200023,255,7000,255,4400,4800,0
20220401100021600,PP22032200023,250,6900,260,4500,4900,0
20220401100021900,PP22032200023,255,6800,255,4200,5000,0
20220401100021900,PP22032200023,260,6900,250,4100,5100,0
20220401100022000,PP22032200023,255,7000,255,4000,5200,0
20220401100022000,PP22032200023,250,7100,260,4000,5100,0
20220401100022300,PP22032200023,250,7200,255,4200,5000,0
20220401100022300,PP22032200023,255,7100,260,4100,5100,0
20220401100022500,PP22032200023,260,7000,255,4300,5200,0
20220401100022500,PP22032200023,255,6900,250,4400,5100,0
20220401100022800,PP22032200023,250,6800,255,4200,5000,0
20220401100022800,PP22032200023,255,6900,260,4000,4900,0
20220401100023000,PP22032200023,260,7000,255,3900,4800,0
20220401100023000,PP22032200023,255,7100,250,3800,4700,0
20220401100023200,PP22032200023,250,7200,250,3850,4800,0
20220401100023200,PP22032200023,255,7100,255,3900,4900,0
20220401100023500,PP22032200023,260,7000,260,4000,5000,0
20220401100023500,PP22032200023,255,7000,255,4100,5100,0
20220401100023700,PP22032200023,250,7100,250,4200,5200,0
20220401100023700,PP22032200023,255,7200,255,4300,5000,0
20220401100024000,PP22032200023,260,7100,260,4400,4900,0
20220401100024000,PP22032200023,255,7000,255,4500,4800,0
20220401100024200,PP22032200023,260,6900,250,4200,4700,0
20220401100024200,PP22032200023,255,6800,255,4100,4800,0
20220401100024400,PP22032200023,250,6900,260,4000,4900,0
20220401100024400,PP22032200023,255,7000,255,4000,5000,0
20220401100024700,PP22032200023,260,7100,250,4200,5100,0
20220401100024700,PP22032200023,255,7200,255,4100,5200,0
20220401100024800,PP22032200023,250,7100,260,4300,5100,0
20220401100024800,PP22032200023,250,7000,255,4400,5000,0
20220401100025000,PP22032200023,255,6900,260,4200,5100,0
20220401100025000,PP22032200023,260,6800,255,4000,5200,0
20220401100025300,PP22032200023,255,6900,250,3900,5100,0
20220401100025300,PP22032200023,250,7000,255,3800,5000,0
20220401100025500,PP22032200023,255,7100,260,3850,4900,0
20220401100025500,PP22032200023,260,7200,255,3900,4800,0
20220401100025800,PP22032200023,255,7100,250,4000,4700,0
20220401100025800,PP22032200023,250,7000,250,4100,4800,0
20220401100026000,PP22032200023,255,7000,255,4200,4900,0
20220401100026000,PP22032200023,260,7100,260,4300,5000,0
20220401100026200,PP22032200023,255,7200,255,4400,5100,0
20220401100026200,PP22032200023,250,7100,250,4500,5200,0
20220401100026500,PP22032200023,255,7000,255,4200,5000,0
20220401100026500,PP22032200023,260,6900,260,4100,4900,0
20220401100026700,PP22032200023,255,6800,255,4000,4800,0
20220401100026700,PP22032200023,260,6900,250,4000,4700,0
20220401100027000,PP22032200023,255,7000,255,4200,4800,0
20220401100027000,PP22032200023,250,7100,260,4100,4900,0
20220401100027200,PP22032200023,255,7200,255,4300,5000,0
20220401100027200,PP22032200023,260,7100,250,4400,5100,0
20220401100027400,PP22032200023,255,7000,255,4200,5200,0
20220401100027400,PP22032200023,250,6900,260,4000,5100,0
20220401100027700,PP22032200023,250,6800,255,3900,5000,0
20220401100027700,PP22032200023,255,6900,260,3800,5100,0
20220401100027900,PP22032200023,260,7000,255,3850,5200,0
20220401100027900,PP22032200023,255,7100,250,3900,5100,0
20220401100028200,PP22032200023,250,7200,255,4000,5000,0
20220401100028200,PP22032200023,255,7100,260,4100,4900,0
20220401100028300,PP22032200023,260,7000,255,4200,4800,0
20220401100028300,PP22032200023,255,7000,250,4300,4700,0
20220401100028500,PP22032200023,250,7100,250,4400,4800,0
20220401100028500,PP22032200023,255,7200,255,4500,4900,0
20220401100028800,PP22032200023,260,7100,260,4200,5000,0
20220401100028800,PP22032200023,255,7000,255,4100,5100,0
20220401100029000,PP22032200023,250,6900,250,4000,5200,0
20220401100029000,PP22032200023,255,6800,255,4000,5000,0
20220401100029200,PP22032200023,260,6900,260,4200,4900,0
20220401100029200,PP22032200023,255,7000,255,4100,4800,0
20220401100029500,PP22032200023,260,7100,250,4300,4700,0
20220401100029500,PP22032200023,255,7200,255,4400,4800,0
20220401100029700,PP22032200023,250,7100,260,4200,4900,0
20220401100029700,PP22032200023,255,7000,255,4000,5000,0
20220401100030000,PP22032200023,260,6900,250,3900,5100,0
20220401100030000,PP22032200023,255,6800,255,3800,5200,0
20220401100030200,PP22032200023,250,6900,260,3850,5100,0
20220401100030200,PP22032200023,250,7000,255,3900,5000,0
20220401100030400,PP22032200023,255,7100,260,4000,5100,0
20220401100030400,PP22032200023,260,7200,255,4100,5200,0
20220401100030700,PP22032200023,255,7100,250,4200,5100,0
20220401100030700,PP22032200023,250,7000,255,4300,5000,0
20220401100030900,PP22032200023,255,7000,260,4400,4900,0
20220401100030900,PP22032200023,260,7100,255,4500,4800,0
20220401100031200,PP22032200023,255,7200,250,4200,4700,0
20220401100031200,PP22032200023,250,7100,250,4100,4800,0
20220401100031400,PP22032200023,255,7000,255,4000,4900,0
20220401100031400,PP22032200023,260,6900,260,4000,5000,0
20220401100031600,PP22032200023,255,6800,255,4200,5100,0
20220401100031600,PP22032200023,250,6900,250,4100,5200,0
20220401100031900,PP22032200023,255,7000,255,4300,5000,0
20220401100031900,PP22032200023,260,7100,260,4400,4900,0
20220401100032100,PP22032200023,255,7200,255,4200,4800,0
20220401100032100,PP22032200023,260,7100,250,4000,4700,0
20220401100032400,PP22032200023,255,7000,255,3900,4800,0
20220401100032400,PP22032200023,250,6900,260,3800,4900,0
20220401100032500,PP22032200023,255,6800,255,3850,5000,0
20220401100032500,PP22032200023,260,6900,250,3900,5100,0
20220401100032700,PP22032200023,255,7000,255,4000,5200,0
20220401100032700,PP22032200023,250,7100,260,4100,5100,0
20220401100033000,PP22032200023,250,7200,255,4200,5000,0
20220401100033000,PP22032200023,255,7100,260,4300,5100,0
20220401100033200,PP22032200023,260,7000,255,4400,5200,0
20220401100033200,PP22032200023,255,7300,250,4500,5100,0
20220401100033400,PP22032200023,250,7200,255,4200,5000,0
20220401100033400,PP22032200023,255,7000,260,4100,4900,0
20220401100033700,PP22032200023,260,7100,255,4000,4800,0
20220401100033700,PP22032200023,255,7200,250,4000,4700,0
20220401100033900,PP22032200023,250,7100,250,4200,4800,0
20220401100033900,PP22032200023,255,7000,255,4100,4900,0
20220401100034200,PP22032200023,260,6900,260,4300,5000,0
20220401100034200,PP22032200023,255,6800,255,4400,5100,0
20220401100034400,PP22032200023,250,6900,250,4200,5200,0
20220401100034400,PP22032200023,255,7000,255,4000,5000,0
20220401100034600,PP22032200023,260,7100,260,3900,4900,0
20220401100034600,PP22032200023,255,7200,255,3800,4800,0
20220401100034900,PP22032200023,260,7100,250,3850,4700,0
20220401100034900,PP22032200023,255,7000,255,3900,4800,0
20220401100035100,PP22032200023,250,6900,260,4000,4900,0
20220401100035100,PP22032200023,255,6800,255,4100,5000,0
20220401100035400,PP22032200023,260,6900,250,4200,5100,0
20220401100035400,PP22032200023,255,7000,255,4300,5200,0
20220401100035600,PP22032200023,250,7100,260,4400,5100,0
20220401100035600,PP22032200023,250,7200,255,4500,5000,0
20220401100035700,PP22032200023,255,7100,260,4200,5100,0
20220401100035700,PP22032200023,260,7000,255,4100,5200,0
20220401100036100,PP22032200023,255,7000,250,4000,5100,0
20220401100036100,PP22032200023,250,7100,255,4000,5000,0
20220401100036200,PP22032200023,255,7200,260,4200,4900,0
20220401100036200,PP22032200023,260,7100,255,4100,4800,0
20220401100036400,PP22032200023,255,7000,250,4300,4700,0
20220401100036400,PP22032200023,250,6900,250,4400,4800,0
20220401100036700,PP22032200023,255,6800,255,4200,4900,0
20220401100036700,PP22032200023,260,6900,260,4000,5000,0
20220401100036900,PP22032200023,255,7000,255,3900,5100,0
20220401100036900,PP22032200023,250,7100,250,3800,5200,0
20220401100037200,PP22032200023,255,7200,255,3850,5000,0
20220401100037200,PP22032200023,260,7100,260,3900,4900,0
20220401100037400,PP22032200023,255,7000,255,4000,4800,0
20220401100037400,PP22032200023,260,6900,250,4100,4700,0
20220401100037600,PP22032200023,255,6800,255,4200,4800,0
20220401100037600,PP22032200023,250,6900,260,4300,4900,0
20220401100037900,PP22032200023,255,7000,255,4400,5000,0
20220401100037900,PP22032200023,260,7100,250,4500,5100,0
20220401100038100,PP22032200023,255,7200,255,4200,5200,0
20220401100038100,PP22032200023,250,7100,260,4100,5100,0
20220401100038400,PP22032200023,250,7000,255,4000,5000,0
20220401100038400,PP22032200023,255,7000,260,4000,5100,0
20220401100038600,PP22032200023,260,7100,255,4200,5200,0
20220401100038600,PP22032200023,255,7200,250,4100,5100,0
20220401100038800,PP22032200023,250,7100,255,4300,5000,0
20220401100038800,PP22032200023,255,7000,260,4400,4900,0
20220401100039100,PP22032200023,260,6900,255,4200,4800,0
20220401100039100,PP22032200023,255,6800,250,4000,4700,0
20220401100039300,PP22032200023,250,6900,250,3900,4800,0
20220401100039300,PP22032200023,255,7000,255,3800,4900,0
20220401100039600,PP22032200023,260,7100,260,3850,5000,0
20220401100039600,PP22032200023,255,7200,255,3900,5100,0
20220401100039700,PP22032200023,250,7100,250,4000,5200,0
20220401100039700,PP22032200023,255,7000,255,4100,5000,0
20220401100039900,PP22032200023,260,6900,260,4200,4900,0
20220401100039900,PP22032200023,255,6800,255,4300,4800,0
20220401100040200,PP22032200023,260,6900,250,4400,4700,0
20220401100040200,PP22032200023,255,7000,255,4500,4800,0
20220401100040400,PP22032200023,250,7100,260,4200,4900,0
20220401100040400,PP22032200023,255,7200,255,4100,5000,0
20220401100040600,PP22032200023,260,7100,250,4000,5100,0
20220401100040600,PP22032200023,255,7000,255,4000,5200,0
20220401100040900,PP22032200023,250,7000,260,4200,5100,0
20220401100040900,PP22032200023,250,7100,255,4100,5000,0
20220401100041100,PP22032200023,255,7200,260,4300,5100,0
20220401100041100,PP22032200023,260,7100,255,4400,5200,0
20220401100041400,PP22032200023,255,7000,250,4200,5100,0
20220401100041400,PP22032200023,250,6900,255,4000,5000,0
20220401100041600,PP22032200023,255,6800,260,3900,4900,0
20220401100041600,PP22032200023,260,6900,255,3800,4800,0
20220401100041800,PP22032200023,255,7000,250,3850,4700,0
20220401100041800,PP22032200023,250,7100,250,3900,4800,0
20220401100042100,PP22032200023,255,7200,255,4000,4900,0
20220401100042100,PP22032200023,260,7100,260,4100,5000,0
20220401100042300,PP22032200023,255,7000,255,4200,5100,0
20220401100042300,PP22032200023,250,6900,250,4300,5200,0
20220401100042600,PP22032200023,255,6800,255,4400,5000,0
20220401100042600,PP22032200023,260,6900,260,4500,4900,0
20220401100042800,PP22032200023,255,7000,255,4200,4800,0
20220401100042800,PP22032200023,260,7100,250,4100,4700,0
20220401100043000,PP22032200023,255,7200,255,4000,4800,0
20220401100043000,PP22032200023,250,7100,260,4000,4900,0
20220401100043200,PP22032200023,255,7000,255,4200,5000,0
20220401100043200,PP22032200023,260,7000,250,4100,5100,0
20220401100043400,PP22032200023,255,7100,255,4300,5200,0
20220401100043400,PP22032200023,250,7200,260,4400,5100,0
20220401100043600,PP22032200023,250,7100,255,4200,5000,0
20220401100043600,PP22032200023,255,7000,260,4000,5100,0
20220401100043900,PP22032200023,260,6900,255,3900,5200,0
20220401100043900,PP22032200023,255,6800,250,3800,5100,0
20220401100044100,PP22032200023,250,6900,255,3850,5000,0
20220401100044100,PP22032200023,255,7000,260,3900,4900,0
20220401100044400,PP22032200023,260,7100,255,4000,4800,0
20220401100044400,PP22032200023,255,7200,250,4100,4700,0
20220401100044600,PP22032200023,250,7100,250,4200,4800,0
20220401100044600,PP22032200023,255,7000,255,4300,4900,0
20220401100044800,PP22032200023,260,6900,260,4400,5000,0
20220401100044800,PP22032200023,255,6800,255,4500,5100,0
20220401100045100,PP22032200023,250,6900,250,4200,5200,0
20220401100045100,PP22032200023,255,7000,255,4100,5000,0
20220401100045300,PP22032200023,260,7100,260,4000,4900,0
20220401100045300,PP22032200023,255,7200,255,4000,4800,0
20220401100045600,PP22032200023,260,7100,250,4200,4700,0
20220401100045600,PP22032200023,255,7000,255,4100,4800,0
20220401100045800,PP22032200023,250,7300,260,4300,4900,0
20220401100045800,PP22032200023,255,7200,255,4400,5000,0
20220401100046000,PP22032200023,260,7000,250,4200,5100,0
20220401100046000,PP22032200023,255,7100,255,4000,5200,0
20220401100046200,PP22032200023,250,7200,260,3900,5100,0
20220401100046200,PP22032200023,250,7100,255,3800,5000,0
20220401100046400,PP22032200023,255,7000,260,3850,5100,0
20220401100046400,PP22032200023,260,6900,255,3900,5200,0
20220401100046600,PP22032200023,255,6800,250,4000,5100,0
20220401100046600,PP22032200023,250,6900,255,4100,5000,0
20220401100046900,PP22032200023,255,7000,260,4200,4900,0
20220401100046900,PP22032200023,260,7100,255,4300,4800,0
20220401100047100,PP22032200023,255,7200,250,4400,4700,0
20220401100047100,PP22032200023,250,7100,250,4500,4800,0
20220401100047400,PP22032200023,255,7000,255,4200,4900,0
20220401100047400,PP22032200023,260,6900,260,4100,5000,0
20220401100047600,PP22032200023,255,6800,255,4000,5100,0
20220401100047600,PP22032200023,250,6900,250,4000,5200,0
20220401100047800,PP22032200023,255,7000,255,4200,5000,0
20220401100047800,PP22032200023,260,7100,260,4100,4900,0
20220401100048100,PP22032200023,255,7200,255,4300,4800,0
20220401100048100,PP22032200023,260,7100,250,4400,4700,0
20220401100048300,PP22032200023,255,7000,255,4200,4800,0
20220401100048300,PP22032200023,250,7000,260,4000,4900,0
20220401100048600,PP22032200023,255,7100,255,3900,5000,0
20220401100048600,PP22032200023,260,7200,250,3800,5100,0
20220401100048800,PP22032200023,255,7100,255,3850,5200,0
20220401100048800,PP22032200023,250,7000,260,3900,5100,0
20220401100049000,PP22032200023,250,6900,255,4000,5000,0
20220401100049000,PP22032200023,255,6800,260,4100,5100,0
20220401100049300,PP22032200023,260,6900,255,4200,5200,0
20220401100049300,PP22032200023,255,7000,250,4300,5100,0
20220401100049500,PP22032200023,250,7100,255,4400,5000,0
20220401100049500,PP22032200023,255,7200,260,4500,4900,0
20220401100049800,PP22032200023,260,7100,255,4200,4800,0
20220401100049800,PP22032200023,255,7000,250,4100,4700,0
20220401100050000,PP22032200023,250,6900,250,4000,4800,0
20220401100050000,PP22032200023,255,6800,255,4000,4900,0
20220401100050200,PP22032200023,260,6900,260,4200,5000,0
20220401100050200,PP22032200023,255,7000,255,4100,5100,0
20220401100050500,PP22032200023,250,7100,250,4300,5200,0
20220401100050500,PP22032200023,255,7200,255,4400,5000,0
20220401100050600,PP22032200023,260,7100,260,4200,4900,0
20220401100050600,PP22032200023,255,7000,255,4000,4800,0
20220401100050800,PP22032200023,260,7000,250,3900,4700,0
20220401100050800,PP22032200023,255,7100,255,3800,4800,0
20220401100051100,PP22032200023,250,7200,260,3850,4900,0
20220401100051100,PP22032200023,255,7100,255,3900,5000,0
20220401100051300,PP22032200023,260,7000,250,4000,5100,0
20220401100051300,PP22032200023,255,6900,255,4100,5200,0
20220401100051600,PP22032200023,250,6800,260,4200,5100,0
20220401100051600,PP22032200023,250,6900,255,4300,5000,0
20220401100051800,PP22032200023,255,7000,260,4400,5100,0
20220401100051800,PP22032200023,260,7100,255,4500,5200,0
20220401100052000,PP22032200023,255,7200,250,4200,5100,0
20220401100052000,PP22032200023,250,7100,255,4100,5000,0
20220401100052300,PP22032200023,255,7000,260,4000,4900,0
20220401100052300,PP22032200023,260,6900,255,4000,4800,0
20220401100052500,PP22032200023,255,6800,250,4200,4700,0
20220401100052500,PP22032200023,250,6900,250,4100,4800,0
20220401100052800,PP22032200023,255,7000,255,4300,4900,0
20220401100052800,PP22032200023,260,7100,260,4400,5000,0
20220401100053000,PP22032200023,255,7200,255,4200,5100,0
20220401100053000,PP22032200023,250,7100,250,4000,5200,0
20220401100053100,PP22032200023,255,7000,255,3900,5000,0
20220401100053100,PP22032200023,260,7000,260,3800,4900,0
20220401100053400,PP22032200023,255,7100,255,3850,4800,0
20220401100053400,PP22032200023,260,7200,250,3900,4700,0
20220401100053600,PP22032200023,255,7100,255,4000,4800,0
20220401100053600,PP22032200023,250,7000,260,4100,4900,0
20220401100053800,PP22032200023,255,6900,255,4200,5000,0
20220401100053800,PP22032200023,260,6800,250,4300,5100,0
20220401100054100,PP22032200023,255,6900,255,4400,5200,0
20220401100054100,PP22032200023,250,7000,260,4500,5100,0
20220401100054300,PP22032200023,250,7100,255,4200,5000,0
20220401100054300,PP22032200023,255,7200,260,4100,5100,0
20220401100054600,PP22032200023,260,7100,255,4000,5200,0
20220401100054600,PP22032200023,255,7000,250,4000,5100,0
20220401100054800,PP22032200023,250,6900,255,4200,5000,0
20220401100054800,PP22032200023,255,6800,260,4100,4900,0
20220401100055000,PP22032200023,260,6900,255,4300,4800,0
20220401100055000,PP22032200023,255,7000,250,4400,4700,0
20220401100055300,PP22032200023,250,7100,250,4200,4800,0
20220401100055300,PP22032200023,255,7200,255,4000,4900,0
20220401100055500,PP22032200023,260,7100,260,3900,5000,0
20220401100055500,PP22032200023,255,7000,255,3800,5100,0
20220401100055800,PP22032200023,250,7000,250,3850,5200,0
20220401100055800,PP22032200023,255,7100,255,3900,5000,0
20220401100056000,PP22032200023,260,7200,260,4000,4900,0
20220401100056000,PP22032200023,255,7100,255,4100,4800,0
20220401100056200,PP22032200023,260,7000,250,4200,4700,0
20220401100056200,PP22032200023,255,6900,255,4300,4800,0
20220401100056500,PP22032200023,250,6800,260,4400,4900,0
20220401100056500,PP22032200023,255,6900,255,4500,5000,0
20220401100056700,PP22032200023,260,7000,250,4200,5100,0
20220401100056700,PP22032200023,255,7100,255,4100,5200,0
20220401100057000,PP22032200023,250,7200,260,4000,5100,0
20220401100057000,PP22032200023,250,7100,255,4000,5000,0
20220401100057200,PP22032200023,255,7000,260,4200,5100,0
20220401100057200,PP22032200023,260,6900,255,4100,5200,0
20220401100057300,PP22032200023,255,6800,250,4300,5100,0
20220401100057300,PP22032200023,250,6900,255,4400,5000,0
20220401100057600,PP22032200023,255,7000,260,4200,4900,0
20220401100057600,PP22032200023,260,7100,255,4000,4800,0
20220401100057800,PP22032200023,255,7200,250,3900,4700,0
20220401100057800,PP22032200023,250,7100,250,3800,4800,0
20220401100058000,PP22032200023,255,7000,255,3850,4900,0
20220401100058000,PP22032200023,260,7300,260,3900,5000,0
20220401100058300,PP22032200023,255,7200,255,4000,5100,0
20220401100058300,PP22032200023,250,7000,250,4100,5200,0
20220401100058500,PP22032200023,255,7100,255,4200,5000,0
20220401100058500,PP22032200023,260,7200,260,4300,4900,0
20220401100058800,PP22032200023,255,7100,255,4400,4800,0
20220401100058800,PP22032200023,260,7000,250,4500,4700,0
20220401100059000,PP22032200023,255,6900,255,4200,4800,0
20220401100059000,PP22032200023,250,6800,260,4100,4900,0
20220401100059200,PP22032200023,255,6900,255,4000,5000,0
20220401100059200,PP22032200023,260,7000,250,4000,5100,0
20220401100059500,PP22032200023,255,7100,255,4200,5200,0
20220401100059500,PP22032200023,250,7200,260,4100,5100,0
20220401100059700,PP22032200023,250,7100,255,4300,5000,0
20220401100059700,PP22032200023,255,7000,260,4400,5100,0
20220401100100000,PP22032200023,260,6900,255,4200,5200,0
20220401100100000,PP22032200023,255,6800,250,4000,5100,0
20220401100100200,PP22032200023,250,6900,255,3900,5000,0
20220401100100200,PP22032200023,255,7000,260,3800,4900,0
20220401100100400,PP22032200023,260,7100,255,3850,4800,0
20220401100100400,PP22032200023,255,7200,250,3900,4700,0
20220401100100700,PP22032200023,250,7100,250,4000,4800,0
20220401100100700,PP22032200023,255,7000,255,4100,4900,0
20220401100100800,PP22032200023,260,7000,260,4200,5000,0
20220401100100800,PP22032200023,255,7100,255,4300,5100,0
20220401100101000,PP22032200023,250,7200,250,4400,5200,0
20220401100101000,PP22032200023,255,7100,255,4500,5000,0
20220401100101300,PP22032200023,260,7000,260,4200,4900,0
20220401100101300,PP22032200023,255,6900,255,4100,4800,0
20220401100101500,PP22032200023,260,6800,250,4000,4700,0
20220401100101500,PP22032200023,255,6900,255,4000,4800,0
20220401100101800,PP22032200023,250,7000,260,4200,4900,0
20220401100101800,PP22032200023,255,7100,255,4100,5000,0
20220401100102000,PP22032200023,260,7200,250,4300,5100,0
20220401100102000,PP22032200023,255,7100,255,4400,5200,0
20220401100102200,PP22032200023,250,7000,260,4200,5100,0
20220401100102200,PP22032200023,250,6900,255,4000,5000,0
20220401100102500,PP22032200023,255,6800,260,3900,5100,0
20220401100102500,PP22032200023,260,6900,255,3800,5200,0
20220401100102700,PP22032200023,255,7000,250,3850,5100,0
20220401100102700,PP22032200023,250,7100,255,3900,5000,0
20220401100103000,PP22032200023,255,7200,260,4000,4900,0
20220401100103000,PP22032200023,260,7100,255,4100,4800,0
20220401100103200,PP22032200023,255,7000,250,4200,4700,0
20220401100103200,PP22032200023,250,7000,250,4300,4800,0
20220401100103400,PP22032200023,255,7100,255,4400,4900,0
20220401100103400,PP22032200023,260,7200,260,4500,5000,0
20220401100103700,PP22032200023,255,7100,255,4200,5100,0
20220401100103700,PP22032200023,250,7000,250,4100,5200,0
20220401100103900,PP22032200023,255,6900,255,4000,5000,0
20220401100103900,PP22032200023,260,6800,260,4000,4900,0
20220401100104200,PP22032200023,255,6900,255,4200,4800,0
20220401100104200,PP22032200023,260,7000,250,4100,4700,0
20220401100104300,PP22032200023,255,7100,255,4300,4800,0
20220401100104300,PP22032200023,250,7200,260,4400,4900,0
20220401100104500,PP22032200023,255,7100,255,4200,5000,0
20220401100104500,PP22032200023,260,7000,250,4000,5100,0
20220401100104800,PP22032200023,255,6900,255,3900,5200,0
20220401100104800,PP22032200023,250,6800,260,3800,5100,0
20220401100105000,PP22032200023,250,6900,255,3850,5000,0
20220401100105000,PP22032200023,255,7000,260,3900,5100,0
20220401100105200,PP22032200023,260,7100,255,4000,5200,0
20220401100105200,PP22032200023,255,7200,250,4100,5100,0
20220401100105500,PP22032200023,250,7100,255,4200,5000,0
20220401100105500,PP22032200023,255,7000,260,4300,4900,0
20220401100105700,PP22032200023,260,7000,255,4400,4800,0
20220401100105700,PP22032200023,255,7100,250,4500,4700,0
20220401100106000,PP22032200023,250,7200,250,4200,4800,0
20220401100106000,PP22032200023,255,7100,255,4100,4900,0
20220401100106200,PP22032200023,260,7000,260,4000,5000,0
20220401100106200,PP22032200023,255,6900,255,4000,5100,0
20220401100106400,PP22032200023,250,6800,250,4200,5200,0
20220401100106400,PP22032200023,255,6900,255,4100,5000,0
20220401100106700,PP22032200023,260,7000,260,4300,4900,0
20220401100106700,PP22032200023,255,7100,255,4400,4800,0
20220401100106900,PP22032200023,260,7200,250,4200,4700,0
20220401100106900,PP22032200023,255,7100,255,4000,4800,0
20220401100107200,PP22032200023,250,7000,260,3900,4900,0
20220401100107200,PP22032200023,255,6900,255,3800,5000,0
20220401100107400,PP22032200023,260,6800,250,3850,5100,0
20220401100107400,PP22032200023,255,6900,255,3900,5200,0
20220401100107600,PP22032200023,250,7000,260,4000,5100,0
20220401100107600,PP22032200023,250,7100,255,4100,5000,0
20220401100107900,PP22032200023,255,7200,260,4200,5100,0
20220401100107900,PP22032200023,260,7100,255,4300,5200,0
20220401100108000,PP22032200023,255,7000,250,4400,5100,0
20220401100108000,PP22032200023,250,7000,255,4500,5000,0
20220401100108200,PP22032200023,255,7100,260,4200,4900,0
20220401100108200,PP22032200023,260,7200,255,4100,4800,0
20220401100108500,PP22032200023,255,7100,250,4000,4700,0
20220401100108500,PP22032200023,250,7000,250,4000,4800,0
20220401100108700,PP22032200023,255,6900,255,4200,4900,0
20220401100108700,PP22032200023,260,6800,260,4100,5000,0
20220401100109000,PP22032200023,255,6900,255,4300,5100,0
20220401100109000,PP22032200023,250,7000,250,4400,5200,0
20220401100109200,PP22032200023,255,7100,255,4200,5000,0
20220401100109200,PP22032200023,260,7200,260,4000,4900,0
20220401100109400,PP22032200023,255,7100,255,3900,4800,0
20220401100109400,PP22032200023,260,7000,250,3800,4700,0
20220401100109700,PP22032200023,255,6900,255,3850,4800,0
20220401100109700,PP22032200023,250,6800,260,3900,4900,0
20220401100109900,PP22032200023,255,6900,255,4000,5000,0
20220401100109900,PP22032200023,260,7000,250,4100,5100,0
20220401100110200,PP22032200023,255,7100,255,4200,5200,0
20220401100110200,PP22032200023,250,7200,260,4300,5100,0
20220401100110400,PP22032200023,250,7100,255,4400,5000,0
20220401100110400,PP22032200023,255,7000,260,4500,5100,0
20220401100110600,PP22032200023,260,7300,255,4200,5200,0
20220401100110600,PP22032200023,255,7200,250,4100,5100,0
20220401100110900,PP22032200023,250,7000,255,4000,5000,0
20220401100110900,PP22032200023,255,7100,260,4000,4900,0
20220401100111100,PP22032200023,260,7200,255,4200,4800,0
20220401100111100,PP22032200023,255,7100,250,4100,4700,0
20220401100111400,PP22032200023,250,7000,250,4300,4800,0
20220401100111400,PP22032200023,255,6900,255,4400,4900,0
20220401100111600,PP22032200023,260,6800,260,4200,5000,0
20220401100111600,PP22032200023,255,6900,255,4000,5100,0
20220401100111700,PP22032200023,250,7000,250,3900,5200,0
20220401100111700,PP22032200023,255,7100,255,3800,5000,0
20220401100112000,PP22032200023,260,7200,260,3850,4900,0
20220401100112000,PP22032200023,255,7100,255,3900,4800,0
20220401100112200,PP22032200023,260,7000,250,4000,4700,0
20220401100112200,PP22032200023,255,6900,255,4100,4800,0
20220401100112400,PP22032200023,250,6800,260,4200,4900,0
20220401100112400,PP22032200023,255,6900,255,4300,5000,0
20220401100112700,PP22032200023,260,7000,250,4400,5100,0
20220401100112700,PP22032200023,255,7100,255,4500,5200,0
20220401100112900,PP22032200023,250,7200,260,4200,5100,0
20220401100112900,PP22032200023,250,7100,255,4100,5000,0
20220401100113200,PP22032200023,255,7000,260,4000,5100,0
20220401100113200,PP22032200023,260,7000,255,4000,5200,0
20220401100113400,PP22032200023,255,7100,250,4200,5100,0
20220401100113400,PP22032200023,250,7200,255,4100,5000,0
20220401100113600,PP22032200023,255,7100,260,4300,4900,0
20220401100113600,PP22032200023,260,7000,255,4400,4800,0
20220401100113900,PP22032200023,255,6900,250,4200,4700,0
20220401100113900,PP22032200023,250,6800,250,4000,4800,0
20220401100114100,PP22032200023,255,6900,255,3900,4900,0
20220401100114100,PP22032200023,260,7000,260,3800,5000,0
20220401100114400,PP22032200023,255,7100,255,3850,5100,0
20220401100114400,PP22032200023,250,7200,250,3900,5200,0
20220401100114600,PP22032200023,255,7100,255,4000,5000,0
20220401100114600,PP22032200023,260,7000,260,4100,4900,0
20220401100114800,PP22032200023,255,6900,255,4200,4800,0
20220401100114800,PP22032200023,260,6800,250,4300,4700,0
20220401100115100,PP22032200023,255,6900,255,4400,4800,0
20220401100115100,PP22032200023,250,7000,260,4500,4900,0
20220401100115200,PP22032200023,255,7100,255,4200,5000,0
20220401100115200,PP22032200023,260,7200,250,4100,5100,0
20220401100115600,PP22032200023,255,7100,255,4000,5200,0
20220401100115600,PP22032200023,250,7000,260,4000,5100,0
